Id,EssaySet,Score1,Score2,EssayText,split,CorrectedSpellingEssayText
25949,10,2,2.0,black :: black might affect the dog house because then the doghouse can get to hot for the dog. iknow this because in the resul ts black got the hottest.,train,"Black might affect the doghouse because then the doghouse can get too hot for the dog. I know this because in the results, black got the hottest."
25950,10,1,1.0,white :: White because you wouldn't want the dog to ge t to hot.,train,white :: White because you wouldn't want the dog to get too hot.
25951,10,2,2.0,"white :: the color white will reflect the suns rays of f of it because in the lab the color white had the lowest tempeture, and black absorbed the heat so it was hotter and if they had the doghouse pai nted black the dog would get to hot and die. so white",train,"white :: The color white will reflect the sun's rays off of it because in the lab the color white had the lowest temperature, and black absorbed the heat so it was hotter and if they had the doghouse painted black the dog would get too hot and die. So, white."
25952,10,1,1.0,white :: this color will keep the dog house cooler ins ide because it doesn't heat up as fast. the average time for the glass to heat up was 42 degrees in 10 minutes.,train,White: This color will keep the dog house cooler inside because it doesn't heat up as fast. The average time for the glass to heat up was 42 degrees in 10 minutes.
25953,10,2,2.0,white :: I would use a light color like White in this case because if its 95 degrees outside and you have a black dog house the dog house is going to be hot.Like in the experiment they used they used a black lid because it would make the jar the hotest.,train,"I would use a light color like white in this case because if it's 95 degrees outside and you have a black dog house, the dog house is going to be hot. Like in the experiment, they used a black lid because it would make the jar the hottest."
25954,10,0,1.0,"light gray ::  The darker of color the , the hoter it g ets",train,"light gray :: The darker the color, the hotter it gets"
25955,10,1,0.0,light gray :: i think it will affect it by the doghou se atrackting heat and if neede they could paint it another color when it gets colder of warmer,train,"light gray :: I think it will affect it by the doghouse attracting heat, and if needed, they could paint it another color when it gets colder or warmer."
25956,10,1,1.0,black ::  the color would absorb more heat from the sun making it hotter in the doghouse,train,"Black: the color would absorb more heat from the sun, making it hotter in the doghouse."
25957,10,1,1.0,"light gray :: i chose light gray because i was thinking of temperatures of the seasons. in summer the light gray will reflect some o f the heat while keeping it alittle warm inside, in winter the ligh t gray will absorb alittle of the sun light making it alittle warm inside .",train,"light gray :: I chose light gray because I was thinking of temperatures of the seasons. In summer, the light gray will reflect some of the heat while keeping it a little warm inside. In winter, the light gray will absorb a little of the sunlight, making it a little warm inside."
25958,10,2,2.0,white :: It will kepp the dog house cool and not to ho t because in the table a black lid had an average of 58 degrees and the w hite lid had an averge of 42 degrees. There for if the dog house was pain ted a darker color the doghouse would get to hot inside.,train,"white :: It will keep the dog house cool and not too hot because in the table a black lid had an average of 58 degrees and the white lid had an average of 42 degrees. Therefore, if the dog house was painted a darker color, the dog house would get too hot inside."
25959,10,2,2.0,"black ::  The black colored doghouse would be warmer on the inside. The average temperature with the black lid was 53(DEG), the average temperature for the dark gray lid was 48(DEG). The average temp erature for the light gray was 45(DEG) and for the white it was 42(DEG) . There is a 11(DEG) difference between the black and white colored lid. So the black doghouse would have the most heat on the inside.",train,"The black-colored doghouse would be warmer on the inside. The average temperature with the black lid was 53(DEG), the average temperature for the dark gray lid was 48(DEG). The average temperature for the light gray was 45(DEG), and for the white, it was 42(DEG). There is an 11(DEG) difference between the black and white-colored lid. So the black doghouse would have the most heat on the inside."
25960,10,0,0.0,white :: the color white will reflect the sunlight just like the white lid reflected the light from the lamp in the experiment.,train,white :: the color white will reflect the sunlight just like the white lid reflected the light from the lamp in the experiment.
25961,10,1,1.0,white ::  it would reflect a lot of the light and heat making it cooler inside the doghouse.,train,"white: it would reflect a lot of the light and heat, making it cooler inside the doghouse."
25962,10,1,1.0,white :: it will give the dog more cool air because li ghter colors absorb cool air instead of heat,train,white :: it will give the dog more cool air because lighter colors absorb cool air instead of heat
25963,10,1,0.0,black :: Well the darker the lid is the more tempayure goes into the jar. and the avarege of the black lid was 53(DEG)C.,train,Corrected Text: black :: Well the darker the lid is the more temperature goes into the jar. And the average of the black lid was 53(DEG)C.
25964,10,0,1.0,white :: they would want to choose white for the summer because it wont attract alot of heat. they would want to use black for the winter to attract more heat,train,White: They would want to choose white for the summer because it won’t attract a lot of heat. They would want to use black for the winter to attract more heat.
25965,10,0,1.0,"dark gray ::  All choosable colors are waht you might call a 'double edged sword' because, altough the dark colors will keep the dog warm in winter, it'll make him to hot in summer. And while the light col ors will keep him cool in summer, they wont do much for him in winter.",train,"All choosable colors are what you might call a 'double-edged sword' because, although the dark colors will keep the dog warm in winter, they'll make him too hot in summer. And while the light colors will keep him cool in summer, they won't do much for him in winter."
25966,10,1,1.0,black :: it will keep the inside of the dog house warm er,train,black :: it will keep the inside of the dog house warmer
25967,10,1,0.0,light gray :: Light Gray Is The Best Color To Use Because I tself Is That Dark Of A Color So The Dog Wont Burn Up(Darker Color=Increa se In Heat Tempeture)And Not That Light That The Dog Would Be Cold.,train,"light gray :: Light gray is the best color to use because it itself is not that dark of a color, so the dog won’t burn up (darker color = increase in heat temperature) and not that light that the dog would be cold."
25968,10,2,2.0,"white ::  Brandi and Jerry should use white paint becau se in the experiment, the jar with the white lid increased the least in t emperature. It increased 18(DEG)C while the black lid made the temperatu re increase 29(DEG)C. Therefore, the white paint should be used so that the dog house doesn't overheat.",train,"Brandi and Jerry should use white paint because in the experiment, the jar with the white lid increased the least in temperature. It increased 18(DEG)C while the black lid made the temperature increase 29(DEG)C. Therefore, the white paint should be used so that the dog house doesn't overheat."
25969,10,1,1.0,white :: The color white would affect the doghouse it so it may be cooler inside because of the lack in absorbing energy.,train,The color white would affect the doghouse so it may be cooler inside because of the lack in absorbing energy.
25970,10,0,0.0,light gray :: on cold days the light gray absorbs the hotte r temp. and on hot days it douse not absorb as much.,train,light gray :: on cold days the light gray absorbs the hotter temp. and on hot days it does not absorb as much.
25971,10,2,2.0,"white ::  The best color to paint the dog house would b e white. White reflects more light than black. This would keep the inside temperature of the dog house cooler than it would if the dog house were painted black. In the experiment, the white lid was at an average of 11(DEG) C cooler than the jar with the black lid. Therefore, the white would be the bes t color to paint the dog house.",train,"The best color to paint the dog house would be white. White reflects more light than black. This would keep the inside temperature of the dog house cooler than it would if the dog house were painted black. In the experiment, the white lid was at an average of 11°C cooler than the jar with the black lid. Therefore, white would be the best color to paint the dog house."
25972,10,1,1.0,light gray :: the doghouse should be light gray because it does not absorb to much heat or to little heat so the dog won't be to hot or to cold it will be just right,train,light gray :: the doghouse should be light gray because it does not absorb too much heat or too little heat so the dog won't be too hot or too cold it will be just right
25973,10,2,2.0,white :: If they colored the doghouse white then it wi ll be cool inside and not so hot like it would be if it was black. Because when the jar lid was black the inside of the jar was 53(DEG)C an d when it was white the inside of the jar was 42(DEG)C,train,"If they colored the doghouse white then it will be cool inside and not so hot like it would be if it was black. Because when the jar lid was black, the inside of the jar was 53°C and when it was white, the inside of the jar was 42°C."
25974,10,1,1.0,dark gray :: The air inside will be hotter than it would b e with the light gray and white as the roof color so the dog can stay war m at night but it also be colder than if the black was the roof color so the dog won't get too hot during the day.,train,dark gray :: The air inside will be hotter than it would be with the light gray and white as the roof color so the dog can stay warm at night but it also be colder than if the black was the roof color so the dog won't get too hot during the day.
