Id,EssaySet,Score1,Score2,EssayText,split,CorrectedSpellingEssayText
13959,6,0,0.0,1.they do mitosis so they can stay alive if one cell is dying.2.more substances come in then out3.cell get rid of the stuff they dont need for the cell,train,"1. They do mitosis so they can stay alive if one cell is dying.
2. More substances come in than out.
3. Cells get rid of the stuff they don't need for the cell."
13960,6,0,0.0,MITOSIS MEOSIS TRANSLATION,train,MITOSIS MEIOSIS TRANSLATION
13961,6,0,0.0,1. The plasma membrane itself helps to control the movement of some substances by letting them in or keeping them out.2. The golgi apparatus regulates the movement of substances across the cell membrane.3. The endoplasmic reticulum helps to regulate the movement of substances across the cell membrane as well.,train,"1. The plasma membrane itself helps to control the movement of some substances by letting them in or keeping them out.
2. The Golgi apparatus regulates the movement of substances across the cell membrane.
3. The endoplasmic reticulum helps to regulate the movement of substances across the cell membrane as well."
13962,6,0,0.0,The cell can tell the substances to move across the membrane because the cells need to move to get to the place where they need to go.,train,The cell can tell the substances to move across the membrane because the cells need to move to get to the place where they need to go.
13963,6,0,0.0,The membrane recognizes and lets needed protiens go into the cell.Osmosis is a way they keep the liquid in the cell equal to the liquid outside of the cell.Plants use a cell wall to protect the cell and keep out big things and let the little things in.,train,The membrane recognizes and lets needed proteins go into the cell. Osmosis is a way they keep the liquid in the cell equal to the liquid outside of the cell. Plants use a cell wall to protect the cell and keep out big things and let the little things in.
13964,6,0,0.0,1.The structure og the cell's is the same2.living cell's come from another living cell3. cell's come from cell's,train,"1. The structure of the cells is the same.
2. Living cells come from other living cells.
3. Cells come from cells."
13965,6,0,0.0,respirationmovement of foods and protiens in and out of the cell,train,respiration movement of foods and proteins in and out of the cell
13966,6,0,0.0,1. The postion of the cell sometimes wont let the cell move.2. The flagella will grab hold of something on the side to where it will be stuck until it lets go.3. The procees of the cell will stay in one place until its procees is complet.,train,"1. The position of the cell sometimes won't let the cell move. 
2. The flagella will grab hold of something on the side until it lets go. 
3. The process of the cell will stay in one place until its process is complete."
13967,6,0,0.0,cellular wall,train,cellulose wall
13968,6,0,0.0,First they decide if the substances is good or bad. They insepct the substances by telling if its a protein or a diease.  Secound they elimanate the bad substances. If the substance is good they let it go throw. Third  they ship or store some of the protiens,train,"First, they decide if the substance is good or bad. They inspect the substance by determining if it's a protein or a disease. Second, they eliminate the bad substances. If the substance is good, they let it go through. Third, they ship or store some of the proteins."
13969,6,0,0.0,Proteins are carried by ribosomes to the golgi apparatus.Lipids are stored in the cell membrane to later be sent all over the cell.Stuff that needs to be obstructed from the cell is decomposed by the Lysosomes that travel throughout the cell.,train,Proteins are carried by ribosomes to the Golgi apparatus. Lipids are stored in the cell membrane to later be sent all over the cell. Stuff that needs to be obstructed from the cell is decomposed by the lysosomes that travel throughout the cell.
13970,6,0,0.0,"Osmosis, Mitosis, and Cytosis.",train,"Osmosis, Mitosis, and Cytosis."
13971,6,1,1.0,Osmosious controls the movement of water across the cell.Diffusion controls how gentic information is moved to another cell.Sodium potassioum pump moves sodium and potassioum around the cell through tubes.,train,Osmosis controls the movement of water across the cell. Diffusion controls how genetic information is moved to another cell. Sodium potassium pump moves sodium and potassium around the cell through tubes.
13972,6,0,0.0,All cells are living.Some cells make other cells.,train,All cells are living. Some cells make other cells.
13973,6,0,0.0,Transportation so the cell can move particles across the plasma membraneHomeostacis so the cell can do its job normally,train,Transportation so the cell can move particles across the plasma membrane. Homeostasis so the cell can do its job normally.
13974,6,0,0.0,The membrane is permeable which allows smaller cells to go through. Membranes have cells that create openings for larger cells.,train,"The membrane is permeable, which allows smaller cells to go through. Membranes have cells that create openings for larger cells."
13975,6,0,0.0,anaphase: Cells splittelophase: Cells start to splitprophase: Nuclear membrain dissapers,train,"anaphase: Cells split
telophase: Cells start to split
prophase: Nuclear membrane disappears"
13976,6,0,0.0,Cell Wall- controls what goes in and outCell Membrane- also controls what goes in and outNucleus- conrtols what the cell does,train,"Cell Wall - controls what goes in and out
Cell Membrane - also controls what goes in and out
Nucleus - controls what the cell does"
13977,6,0,0.0,The cell membrane uses enzymes.,train,The cell membrane uses enzymes.
